username,rate,date,label,sentimen,reviews,produk
linfbr,3,18-07-2017 3:15,trusted,neutral,Sukaaaa sama warnanyaaaa.. sayang banget bin bangeeet bangeeet lengketnya itu loh bikin kerasa kalau pake lipstick :( Aku udah pakai lipbalm tapi tetep aja kering dan crack. tapi buat kalian yg tahan lengket ya oke oke aja sih.,Lip Cream LA Girl
ivoniksp,1,17-07-2017 2:15,trusted,negative,ini kering banget! uda pake lip balm masih aja nge crack. matte bgt sih paraaahhh.. warnanya bagus sih nude orange brown gitu. tp aku gasuka bgt sama formulasi lip cream ini yg keringnya minta ampun kek gurun sahara yg tandus,Lip Cream LA Girl
savirapradana,1,15-07-2017 0:15,fake,negative,"SUMPAH JGN DEH BELI INI. Kecewa bgt parah gue, mendingan purbasari aja deh, lebih murah lebih top. sebelumnya udh aku pakein lip balm, tp hasilnya!! BAD",Lip Cream LA Girl
idanurmawati,1,13-07-2017 10:15,fake,negative,"lengket!! kering! ga bgt deh. kl ketahanan jelas tahan, krn emg susah bgt d apusny. murah, tp bnr"" ga worth it. dr packaging bagus sih, kokoh. warna jg kece. repurchase? big no no! dr beli, cm d pake dua kali, msh utuh.",Lip Cream LA Girl
Hiputri,1,06-07-2017 9:15,trusted,negative,"aku suka warna nya, karna masuk di kulit aku. 
 cuman, lebih banyak minus nya dari pada positif nya :( 
 alhasil aku ga pernah pakai ini lagi. 
 dipake ke kampus pun keliatannya cracking,kering dan lengket parah.. jadi ngomong aja ga enak. 
 ketahanan? tahan banget. cuman masalah kenyamanan nya, aku gak banget :( 
 tekstur creamy,cepet kering ,lengket parah. 
 repurchase?no.",Lip Cream LA Girl
ristitaari,2,06-07-2017 1:15,trusted,negative,"Sebenernya lipcream ini warnanya bagus. Tapi sayang pas di pake jadinya lengket dan malah bikin bibir pecah pecah. Padahal aku suka sama warnanya apalagi yang fleur sama dreamy. Menurutku sayang aja packagingnya udah bagus, warnanya udah bagus tapi pas dipake nggak enak banget.",Lip Cream LA Girl
michikaaaa,1,03-06-2017 23:15,trusted,negative,"Aku kurang suka sama lip cream ini. Teksturnya lengket bgt, kurang nyaman untuk dipake baik daily ataupun acara formal. Aku cuma suka warnanya aja sih. Jadi kalau untuk repurchase absolutely no hehe. Aku lebih suka pake produk lokal hehe",Lip Cream LA Girl
vinnafio,3,02-06-2017 5:18,trusted,neutral,"Agak kurang suka sama teksturnya yg terlalu creamy dan buat bibirku jadi kering. Bibirku aslinya emng udah kering dan sebelum pake lipcream ini udh aku pakein lipbalm tp ttep jd bikin bibir kering. Tapi aku jatuh cinta bngt sih sm warnanya, pas dan cocok sm skin tone aku.",Lip Cream LA Girl
quinlan29,2,31-05-2017 14:15,trusted,negative,pikiran aku sih awalnya ni lipcream ok2 ajaa...tp ko lama2 gak enak bgt dipake...bibir kerasa kaku bgt n tebel...n yg paling parah hilangnya tuh gak pake fading dulu..tp langsung binasa ...ilang gt ajaaa...jd di bibir tuh jd gompel gt...n malah pernah pecahan dr lipcreamnya ..bnyk bgt di gigi aku...jd kya ada cabe di gigi tp warnanya cokelat..hahaha...pokonya klo lg pake ni lipcream harus rajin2 ngacaaaa...n klo mau makan..makannya harus makan super cantik...gak bisa makan gila...hahaha,Lip Cream LA Girl
shabrinasidharta,2,30-05-2017 6:48,trusted,negative,"Baunya kaya cat! Terus keringnya super matte, tapi menggumpal brindil-brindil(?) gitu di bibir. Pas dipakenya ringan sih, tapi rada narik pas udah berubah matte. I won't recommend it, walaupun warna si Fleur ini memang cakep bgt sih. I didn't wear it long enough to test the wear.",Lip Cream LA Girl
nadiac,2,27-05-2017 2:15,trusted,negative,Awalny beli karna dulu sempet ngebooming dan diliat dari beberapa review itu bagus. aku purchase 2 warna: secret and playful. pertama kali pas make itu rasany ga enak banget dibibir kayak berat gitu dan hasilny jadi pecah pecah rasany kaya ada aspal di bibir aku. tp emang pigmented sih. and hapusnya susah banget hampir ga bisa mau pake makeup remover apapun itu. jadi karna hasilnya ngecrack d bibir dan berat ak ga pernah pake lagi. ga recommended sih,Lip Cream LA Girl
irmaerlinda11,5,26-05-2017 19:33,trusted,positive,Banyak banget yg bilang ga suka sama la girl flat finish pigment gloss ini. Tapi gw pribadi ga ada masalah sama tekstur nya liquid lipstick ini karena bibir gw yg normal dan ga kering karena gw rutin pakai lipbalm sebelum pakai lipstick apapun. Liquid lipstick ini andalan banget buat seharian dan dijamin ga akan geser walopun kita makan kaya babi sekalipun. Gw juga sering pake untuk alas lipstick yang lain karena seringkali gw suka warna lipstik lain to yg gw mau warnanya itu kurang longlasting.,Lip Cream LA Girl
Ulfarp,2,24-05-2017 0:15,trusted,negative,Awal beli karena waktu itu sempet ngehype banget si la girl ini. kalo ga salah ngehype nya pas tahun 2015-2016 deh. beli shade bazaar sama fleur. pas dibuka lobang nya gede banget cuy. terus baunya chemical gimanaaa gitu. kalo boleh disamain mungkin mirip baygon haha. pas dipake kering. pigmented sih. tetep aja habis makan berat bagian tengah bibir ilang. pas mau ditimpa lagi makin berasa tebel dan semakin crack. padahal ada beberapa beauty vlogger yang dulu sama samain ini lipcream sama nyx. duh beda banget :( padahal belinya juga di toko makeup hype di ig dan ada webnya (ori dong pastinya),Lip Cream LA Girl
cindyylv,1,11-05-2017 11:18,trusted,negative,"awal beli karena rekomendasi dari temen katanya bagus nih shadenya. aku juga suka pake lipcream. yaudah beli aja, tp nyesel parah. baunya ngga enak, lengket banget di bibir. di tap tap bibir atas bawah tetep lengket. apalagi abis makan. pgn cepet2 ngapus aja rasanya. cm make 2x doang. ngga kuat udahan, kering parah.",Lip Cream LA Girl
JillyTan_perancis,5,10-05-2017 6:04,fake,positive,"wah lipmatte andalan untuk digunakan harian dan dengan jenis kulit apapun pasti bakal cocok.
 best seller dari produk ini,natural di bibir dan cokelatnya cakep banget by the wat udah rephurchase lebih dari 4 x",Lip Cream LA Girl
Nadyarsnd,4,09-05-2017 17:09,trusted,positive,"Warnanya aku suka banget! Teksturnya creamy, lumayanlah. Lipcream ini jg buildable menurut aku. Katanya banyak yang bilang ini lengket dan baunya gak enak. Aku pernah bandingin sama yang KW dan emang lengket dan bau kimia banget, yang KW jg lama keringnya.",Lip Cream LA Girl
dhanrp,1,04-05-2017 16:24,trusted,negative,"beli ini karena murah dan sempet booming gitu kayanya jadi pengen coba dan beli yg shade fleur. tapi akhirnya cuma dipakai dua kali karena baunya kaya cat, lengket, dan warnanya ga cocok di aku jadi straight up orange.",Lip Cream LA Girl
shidadu,1,01-05-2017 20:37,trusted,negative,krn dulu produk ini pernah booming bgt jd iseng pgn nyoba...tapi cuma dipakai beberapa kali karena kalo dipakai terasa lengket..tp ga nempel dibibir..terasa sangat kering n cracky...jelek bgt hasilnya......,Lip Cream LA Girl
Attaprili,4,30-04-2017 6:21,trusted,positive,warnanya cocok di kulit aku dan tahan lama bahkan setelah makan makanan berat pun masih ada. harganya juga terjangkau tapi untuk pembelian kayaknya harus online ya. overall aku suka sih hanya kalau bibir lagi kering akan jadi jelek.,Lip Cream LA Girl
auliahairani,2,24-04-2017 8:08,trusted,negative,"Awalnya coba ini karena iseng2 searching IG liquid matte lip apasih yg lg booming, eh ternyata ini salah satunya... gue tertarik karena suka banget warnanya peach gitu yg bs ngasih efek cerah di wajah gue, tp ternyata setelah dipake super sticky, heavy banget di bibir & bikin bibir kering :(",Lip Cream LA Girl
lalateletubbies,2,24-04-2017 9:58,fake,negative,"Warnanya sih suka bgt ya tapi teksturnya ini aku ga suka, ini lengket+drying. Baunya juga ga suka kaya bau kimia/cat gt.",Lip Cream LA Girl
madefitri,2,09-04-2017 17:08,trusted,negative,"waktu lagi hits iseng juga pengen beli, ternyata ga sebagus yg dipikir, bikin kering di bibir, teksturnya lengket dan bikin cracking. kalo mau di tiban harus hapus dlu. untung harganya ga terlalu mahal jd ketika ga cocok gak terlalu sakit hati",Lip Cream LA Girl
madewahyu,2,07-04-2017 18:38,trusted,negative,"Coba coba saat lg hits, yg katanya liquid matte bagus.. teksturnya agak cair, baunya gk enak (kimia banget).. saat aplikasiin ke bibir teksturnya cair, trus diemin 5menit. nnti akan set a.k.a mengering. klo dipake makan cukup tahan lama. hanya akan mengelupas ditengah bibir. susah di touch up, harus hapus dlu.",Lip Cream LA Girl
embunara114,1,07-04-2017 17:42,trusted,negative,"Aku punya high expectations sama produk ini sampai beli 2 shade, dan aku kecewa. Untuk warna memang bagus tapi dari segi tekstur big no. Lipstick ini nggak nyaman, berat banget di bibir, pas abis di apply juga lengket banget. Produk ini juga susah di reapply, harus dihapus dulu atau kalau ngga jadi cracking abiss. Produk ini cuma pernah aku pakai sekali dan habis itu nangkring di meja rias sampe sekarang",Lip Cream LA Girl
nisarhmksm,1,04-04-2017 23:08,trusted,negative,Wajib banget aku pakai setelah pake skincare. Engga bikin muka lengket dan berminyak di aku. Teksturnya ringan dan bau nya enak ngga bikin annoying. Tapi sayangnya sih kalau jenis cream ky gini susah di re-applying kalo udh pake makeup diatasnya.,Lip Cream LA Girl
alynafd,3,28-03-2017 2:08,trusted,neutral,Waktu itu beli produk ini pas lagi hype banget dan waktu itu juga produk ini termasuk salah satu lip matte yang murah menurutku. I was sooo in love with the color but not with the formula. Agak lengket pas dipakai dan agak tricky juga pas di aplikasikan. Satu yang aku suka dari si formulanya cuma dia nggak terlalu bikin garis-garis di bibir aku keliatan.,Lip Cream LA Girl
sherlycherry,1,23-03-2017 6:49,trusted,negative,"Ga suka banget sama produk ini. Waktu dipakai di bibir, langsung terasa berat dan gampang cracking kalau sdh kering. Bikin bibir super kering dan kerasa ga nyaman kalau pake produk ini. Ini lip liquid pertama aku dan gara-gara produk ini, jadi agak males beli liquid lipstick...",Lip Cream LA Girl
ratnambar,3,20-03-2017 20:58,trusted,neutral,"suka sama warnanya yang nude peach. pas pertama pake agak neon, tapi setelaj nge-set warnanya jadi kalem banget. cantik... hanya untuk formulanya kurang suka. lengket, berat, berasa bibir tebal. ngehapusnya kuga agak susah. ketahanannya si, so - so laaah. tapi gak banget kalo abis makan langsung blebes transfer gitu. setelahnya bibir jadi kering + hitam. .. padahal warnanya suka banget.",Lip Cream LA Girl
bianpatriajaya,5,20-03-2017 20:19,trusted,positive,"Ini lipstik favorit aku 1 tahun terakhir, mau kerja/main/kondangan seringnya pake lipstik ini. Aku pilih BAZAAR & DREAMY. Awet banget! Seharian aku pake gak ilang walaupun udah makan (makan ala putri solo sih hehe). Kecualiii.. kalau dipake makan minyak, cepet banget ilangnya (jelas!). Banyak yg gak suka karena kayak pake lem, tp aku suka soalnya nempel banget di bibir.",Lip Cream LA Girl
luckytaprmts,2,18-03-2017 17:08,trusted,negative,pigmentasi dari lipcream la girl ini kurang bgt aku beli 3 sayang bgt ga kepake karna dia bikin bibir aku kering bgt sekali huhu kaya lem lengket superrrr. cukup tahan lama sii tapi kalo mau dipakein berulang dia susah karna sisa yg dibibir sebelumnya msh nempel2 lengket klo ditimpa lagi dia malah ngegumpal dibibir. big no deh buat repurchase lg,Lip Cream LA Girl
novitaolivera,3,13-03-2017 6:38,trusted,neutral,Menurut aku warnanya cantik cantik apalagi aku lumayan suka warna yang bold. tapi untuk tekstur lengket banget dan agak kurang enak di bibir. apalagi kalau habis ngomong dan katupin bibir rasanya kurang nyaman..,Lip Cream LA Girl
nadhyasitta,2,09-03-2017 5:42,trusted,negative,"A big no for me karna bibir aku sebenernya normal si kalo lg panas ya pasti kering tapi kalo pake lipstick ini even udh pake lipbalm tetep aja kering,kering parah malah. Kissproof sih memang tapi aku lebih mengutamakan nyaman daripada kissproof/longlasting.
 Repuchase? Nope",Lip Cream LA Girl
dssi,3,03-03-2017 20:24,trusted,neutral,"Warnanya cantik ... My lip but better ... Pigmented ... Sayang teksturnya lengket sekali ... Awal dipakai bibir terasa agak ketarik gitu, setelah beberapa lama tambah terasa kering tapi tetap lengket. Walau sudah satu jaman dipakai jika bibir dikatupkan masih terasa lengket dan membuat warna lipsticknya jadi nggak rata, kayak bolong-bolong gitu",Lip Cream LA Girl
stevanimulia,4,02-03-2017 18:45,trusted,positive,"LA girl Matte pigment gloss ini lumayan tahan lama di bibir. Tp kadang belum tentu tdk meninggalkan bekas di gelas atau sendok saat makan/minum. Karena tahan agak lama, maka memang harus siap2 membuat bibir agak kering. Tapi saya masih bisa merasakan ada moist sedikit jd tidak akan membuat bibir pecah2. Kadang agak sedikit lengket (menempel) kalau belum kering. Untuk sehari2 masih ok untuk org kantor.",Lip Cream LA Girl
veloveashella,3,26-02-2017 5:15,trusted,neutral,"warnanya cantik..cuman agak kurang suka karena gak kissprof menurut aku, dan terkadang warnanya kena kena disekitar bibir. untuk harga relatif murah dan pcking nya besar jadi untuk volume nya banyak si.",Lip Cream LA Girl
tomatoketchup,4,21-02-2017 17:15,trusted,positive,"warnanya bagus, aku suka. jatuhnya jadi nude yang sangat flattering di warna kulit olive kayak aku. untuk tekstur, ngga suka, tapi karena suka sama warnanya dan belum dapet yg sama dr lipstick lain, jadi aku tetep pake. punyaku ngga lengket kayak lem seperti review orang2 lain disini, hanya bikin kering aja. harus hati-hati belinya, walaupun murah, tapi la girl ini banyak palsunya",Lip Cream LA Girl
queencyerwin,3,16-02-2017 23:15,trusted,neutral,"Warna Fleur ini cantik banget, nude orange gitu. Pigmented, gampang diratain juga. Cuma kekurangannya adalah lipstick ini gk terlalu awet, dan cenderung lengket. Kalau mau re-apply lipstick ini harus dihapus dulu, karena pernah nyoba langsung main timpa dan hasilnya malah super lengket banget.
 Untuk applicatornya sih so so aja yaa karena applicatornya menurut aku agak kaku, jadi harus hati2 dan pelan2 saat mau apply, takut beleberan kemana2.",Lip Cream LA Girl
gitadyanza,4,14-02-2017 21:45,fake,positive,"ini diaa lipstick favorite aku... Warna nya baguss bangeeet, hasil matte nya cukup baguss...Tapi saat dipakai bikin bibir jadi terasa lengket... untuk pakging nya gemuk aku kurang suka... Dan harga nya juga terjangkau.",Lip Cream LA Girl
yushiemoshie,3,14-02-2017 8:23,trusted,neutral,"udah repurchase 3x rasanya, karena warnanya pas banget di kulit aku. teksturnya sih yang kurang enak dan agak gampang ilang tapi aku hampir ga pernah touch up di kantor. paling kalo sorenya mau jalan lagi, apus semua trus aplikasiin ulang. bersihinnya juga agak susah, harus pake make-up remover. so far tetep bakal repurchase karena udah suka banget sama warnanya.",Lip Cream LA Girl
mizumichan20,1,11-02-2017 13:31,trusted,negative,"ini liquid lipstick pertama aku, tertarik sama warnanya dan pas dicoba eh bener cantik, nude tapi ada peachnya gitu jadi cerah. cuma aku gasuka banget sama baunya..bau kimia gitu. trus pas dipake lengketnyaaaa, gak betah banget sorry to say. dia matte banget dan transferproof tapi susah banget bersihinnya, kayak nempel lengket ke bibir gitu, kayak lem. pake tisu aja gabisa bersih jadi harus pake oil atau remover.. intinya warnanya cantik tapi ga nyaman banget pake ini",Lip Cream LA Girl
dayuarya,2,09-02-2017 21:45,trusted,negative,"Beli produk ini karna mupeng liat warnanya cantik banget dan MLBB sekali ya buat sehari-hari tapi ternyata pas barangnya sampe, warnanya ga terlalu bagus, nudenya terlalu pucet dan terlalu oranye di skintone aku. Formulanya juga ngga banget karna lengket. Baunya kurang suka mirip bau mainan2 yg dari karet. Pas udah kering di bibir juga gampang bgt ngelupasnya, daya ketahanannya cuma 1 jam.",Lip Cream LA Girl
winoon,3,07-02-2017 13:24,trusted,neutral,"well, pakai ini karena lungsuran dari kakakku. Awalnya jatuh cinta sama warnanya, peachy nude orange gitu. Menurutku sebenarnya dia long lasting. SAYANGNYA LENGKEEET PARAAAHH.. :( bener - bener kalau kalian katupin bibir itu langsung berasa kayak lem kertas hahaa. Habis makan fading ditengah dan kalo di touch up ditimpa lagi hasilnya kurang bagus. Untuk packagingnya suka agak belepotan pinggir - pinggirnya dan itu lengkeet. Gak bakal beli lagi udah nemu dupenya LT pro yg no. 06",Lip Cream LA Girl
anggyandria,1,07-02-2017 0:45,fake,negative,"Beli karena beauty blogger favorit aku pake dan setelah aku coba, gak akan lagi aku pake 2 X. Gak nyaman bangetttt! Mungkin karena murah kali yahhhh ya tapi gak gitu juga harusnya kualitasnya. Repurchase? BIG NO!",Lip Cream LA Girl
anggipramiswari,2,05-02-2017 2:15,trusted,negative,"ga terlalu suka sama lipstik ini, gatau kenapa tapi pertama kali coba di bibir hasilnya jd lengket banget, mungkin karna harganya juga ya yg lumayan murah. intinya ada harga ada kualitas. tp bisa tergantung bibir masing2 sih ada yg cocok ada juga yg engga",Lip Cream LA Girl
Deadeo14,1,01-02-2017 8:27,trusted,negative,Beli krn harganya yang murah dan warna produk ini lucu lucu banget.. tapi pas barangnya dateng dan dicoba warnanya ga sama dgn yg ada di kemasan dan tekstur nya yg super lengket banget kayak pake lem dan susah banget di bersihin :(,Lip Cream LA Girl
micalla,2,25-01-2017 18:44,trusted,negative,Warnanya emang menarik dan bagus. Lebih keluar juga peachy tone nya kalau pakai full make up. Tapi formula nya gaenak banget.. lengket dan susah diratain. Bikin bibir kering banget juga. Habis makan atau throughout the day fading nya bukan yg cantik bisa dimaafin gitu.. Pokoknya gak nyaman di bibir. Definitely won't repurchase.,Lip Cream LA Girl
dheenonano,1,23-01-2017 6:40,trusted,negative,"Tergoda karena barang impor, harga murah, warna cantik, tapi aku nggak suka teksturnya di bibir; LENGKEEEEEEEEEET. Iyuh. Dia bisa bener"" matte, but need a looong time, jadinya kalo kita ga sengaja ngatupin bibir selama belum kering, rasanya lengket bener, ga nyaman, dan akhirnya warnanya ga rata. Mana baunya kayak cat lagi. Cukup pake sekali, abis itu kulego, dan ga mau beli lagi.",Lip Cream LA Girl
ochanovsss,1,19-01-2017 4:33,trusted,negative,"Ngga sukaaaaaa.. beli karena sempet hits dan longlasting katanya tapiii malah bikin bibir lengket kaya pake lem, kering di bibir dan kalau pake lipbalm hasilnya pecah pecah, gampang transfer ke sendok ataupun gelas jadi harus di timpa lagi dan harus di hapus dulu krna kalo ditimpa langsung bakalan tambah lengket dan ketara banget tempelannya. Repurchase: NO!!",Lip Cream LA Girl
Athena94,1,12-01-2017 7:57,trusted,negative,"Suka banget sm shades fleur ini dan lip cream pertama yg dibeli seumur2 dulu. Tp makin sadar pas makan bubur dengan sendok porcelain putih, nempel kemana2 bikin jijik karena ga gampang hilang kaya kpnail polish aja. Tutupnya juga gampang retak dan warna hitamnya kemana2. Later malah pilih produk lokal yg agak lebih mahal tp bagus shadesnya mirip (lt pro warna 06). Produk impor ga selalu bagus ini contohnya, sayang bgt padahal warnanya cantik",Lip Cream LA Girl
mrs.yusuf19,2,11-01-2017 15:57,trusted,negative,"Lengket parah!! Walaupun ditunggu kering tapi tetep lengket bikin ga nyaman buat ngomong. Karena suka sama warnanya akhirnya cari cara lain, nyobain ga pake lip balm sebelumnya, ternyata berhasil bikin ga lengket, tapiiii.. bibir rasanya kering banget. Dipake nya juga ga nyaman. Packaging biasa aja, aplikatornya juga lumayan enak. Kalo mau touch up harus dihapus semua dulu soalnya kalo ditimpa bakal lengket. Dengan harga yang sama aku lebih milih beli produk lokal lain, kualitasnya menurut aku malah lebih bagus produk lokal.",Lip Cream LA Girl
rizkakhr,2,05-01-2017 10:57,trusted,negative,"maju mundur mau beli ini karena pas coba punya temen warnanya bagus dan longlasting, dipake makan ga berminyak ga ilang. waktu ada toko yg diskon akhirnya aku beli. warnanya bagus sebenernya, peach nude kalo di bibirku tapi formulanya lengket banget dan wanginya kaya cat. masih aku simpen tapi jarang dipake, kalo lagi mood pgn pake warna ini aja dan pakenya tipis2 biar ga kerasa lengket banget.",Lip Cream LA Girl
cutadindaranggapuspita,1,30-12-2016 23:07,trusted,negative,"Enggak bangeeeettt!!!! Formula nya terlalu lengket di bibir kayak semen. dan kalo habis makan, lipcream ini ikutan rontok sehingga bibir jadi ombre dan sisa nya ngegumpal gak karuan. 
 Dan kalo udah di bersihin pake cleanser, bikin bibir kering banget.. totally not worth it!! Repurchase? NO",Lip Cream LA Girl
Sophiatika,4,28-12-2016 7:57,fake,positive,"Salah satu warna favorit aku diantara seri lipstick LA Girl. Warnanya sebenernya lebih ke orange gitu tapi aku suka banget dan cocok buat dipake sehari-hari karena wajah kita kelihatan jadi lebih fresh. Yes, sama dengan lipstick LA Girl yang lain hasilnya of course matte and long lasting, Very Recommended",Lip Cream LA Girl
kaniadewiekawati,4,23-10-2016 10:04,trusted,positive,"Pros :Bingung untuk meriview produk ini. Semua kekurangannya pasti akan dimaafkan karena warna nya yang cantik banget, fresh, dan menurut aku masuk ke skin tone manapun. Warnanya orange pink brown , cocok untuk ke undangan atau acara formal dengan warna kostum apapun ehehe. Pigmented sekali, sekali oles bisa mengcover bibir , dan bisa menutup warna bibir yang gelap. Cepat kering. Long wearing (aku makan berminyak tetap on warnanya ..yaa bagian dalam bibir nya agak hilang si warnanya tapi itu pun sedikit sekali). Harganya affordable, isi nya banyak. Tekstur creamy tapi sedikit cair dengan hasil matte. Mudah di aplikasikan. Aplikator nya so soCons :Lengket bangeeettttt ! Aroma chemical nya nyegat banget kalau menurut aku. Membuat bibir kering dan menunjukkan garis gairs di bibir lama kelamaan. Susah untuk dibersihkan.Repurchase ? Yes, aku ga pernah pakai ini buat daily, kalau ada event eveny tertentu saja..",Lip Cream LA Girl
Okka25,4,21-09-2016 13:23,trusted,positive,"Ini salah satu lip creme favorit aku. Warnanya pigmented banget di bibir. Sekali oleh langsung mengcover bibir. Untuk yang memiliki warna bibir gelap sangat recommended karena warna lip creme mampu menutup warna bibir yang gelap. Untuk teksturnya sangat creamy, cepat kering. Namun saat kering bibir terasa berat, dan untuk bibir kering semakin terlihat warna yang pecah dan bergaris-garis. Untuk ketahanannya menurut aku sangat long lasting, tidak transfered saat minum dan tidak hilang setelah makan.",Lip Cream LA Girl
cindyanastasia,4,31-08-2016 4:39,trusted,positive,"suka banget sama tekstur-nya. cepat kering, warnanya bagus banget di aku, very very pigmented, dan tahan lama. ditambah harganya MURAH untuk kelas liquid lipstick yang lagi pada populer sekarang. Hanya baunya ga enak, kaya bau spidol dan cenderung bikin bibir kering, untuk ngakalinnya pakai lipbalm dulu sebelum aplikasi lippen ini. Repurched? YES. this is one of my fave lipstick!",Lip Cream LA Girl
pianista,4,28-08-2016 14:49,trusted,positive,"Clientku pada bilang warna fleur bagus dan pada nanya. Aku pribadi ga cocok pake fleur, mungkin Karena lebih berselera sama warna gonjreng buat ombre lips. Pigmented, cepet kering, kalo udah kering susah dihapus jadi jangan sampe beleber, repot beresinnya. Di bibirku enggak bikin kering, aplikasinya mudah. Repurchase? Maybe",Lip Cream LA Girl
audrey_tan,4,17-08-2016 13:09,trusted,positive,produk La girl ini murah2 dan kualitas nya lumayan bagus. salah satu nya ini. si matte pigment gloss. punya banyak warna dan semua tekstur dan kualitasnya sama. staying power nya keren. transferproof. pigmented banget. gak bikin bibir kering juga. cuma minusnya dia lengket di bibir dan kalo udah kelamaan jadinya kering gitu bibirnya kayak yg flacky pdhl bukan kulit bibir tapi tintanya ngelupas2. tapi its okay lah. kalo cuma buat kepasar sama mini market ngapain pake yg mahal. worth bgt buat dicoba dan buat koleksi warna.,Lip Cream LA Girl
gitamarindra,4,13-08-2016 9:32,trusted,positive,"Ini adalah lipstick favorit aku buat sehari hari. Cocok untuk ke kampus ataupun untuk hang out. Produk ini bener2 tahan lama kalo gak dipake buat makan yang berat2. Waterproof dan transferproof. Tapi sayangnya dia agak lengket dan abis makan harus diapus dulu baru di touch up lagi karena kalo ditimpa nanti hasilnya menggumpal. After all, i love this product especially for bazaar shade.",Lip Cream LA Girl
haniealmunawar,4,11-08-2016 15:31,trusted,positive,"warna lipstik ini malah lumayan ngejreng di aku, mungkin memang kulit aku yang terlalu pucat jadi kelihatan lebih nyala gitu. cara pakainya lumayan agak susah sih karna disarankan ga mengatupkan bibir (kecuali kalo kamu mau lipstiknya jadi nempel/lengket satu sama lain) terus di diemin gitu sesaat sampai kerasa kering, cukup sekali poles ga bisa beberapa kali karna bakal kerasa berat banget bibirnya. staying powernya oke selama kamu ga makan makanan berminyak,",Lip Cream LA Girl
Fioktav,5,10-08-2016 10:10,trusted,positive,"Aku suka banget sama lipstick matte, salah satunya adalah lipstick matte keluaran dari LA Girl. Teksturnya yg lembut dan creamy sangat nyaman buat dipakai di bibir. Pertama kali oles itu teksturnya emang glossy, pas diratain ke seluruh bibir dan ditunggu beberapa saat itu ternyata hasinya matte banget dan aku suka banget sama tekstur dan warnanya. Shade lipstick ini cocok untuk perempuan yg suka warna natural yg nude gitu deh ",Lip Cream LA Girl
nianini,1,09-08-2016 7:18,trusted,negative,"hmm..entah kenapa warna lipstik ini bikin mukaku terlihat kusam :( untuk teksturnya juga aku kurang suka dan saat udah kering jadi lengket gt di bibir..dan kalau habis makan hilangnya kayak pecah-pecah, dan ini ga ok banget menurutku.",Lip Cream LA Girl
ajigile,1,08-08-2016 13:40,trusted,negative,"Shade fleur ini lmayan bagus di bibir aku, kalo segi warna sih okelah, packaging juga oke, aplikator nggak ada masalah. tapi formulanyaa,,, hmmm not a fan. pas dipakai enak, tapi kemudian lengket banget dbiibir, ganggu banget. trus bikin bibir ku kering dan nunggu ngeset nya lama. mungkin harus pakai lip balm dulu sebelum pakai ini.",Lip Cream LA Girl
Sorayajmarsha,4,07-08-2016 16:37,trusted,positive,Lipstick ini lumayan membuat bibir kering jadi harus pake lip balm dulu tetapi warnanya cantik dan lumayan tahan lama jadi untuk harga yang lumayan terjangkau produk ini patut dicoba & dapat digunakan sehari-hari karena warnanya cantik bangetttttt,Lip Cream LA Girl
Putrirosyida,3,06-08-2016 15:09,trusted,neutral,"lipcream ini menurutku kurang nyaman dipakai karena bakal bikin bibir lengket satu sama lain. tap yang aku suka dari yaitu warnanya. karena belum pernah nemu warna secantik ini. gak bikin bibir kering juga,",Lip Cream LA Girl
Auriri23,1,06-08-2016 9:20,trusted,negative,"Oke, sorry to say i hate this lip cream. Jujur jujuran aja ya, awal beli girang banget karena warna syantiiikk, aku beli yg shade fluer, dimana ini shade favorit semua umat. Hasilnya super matte, warnanya Bagus banget, tapiiiiiiiiiii, super lengket, keringnya lama, berat, kalo udah agak lama jadi ngeletek meskipun uda pake pelembab bibir, entahlah gapernah sejelek ini selama nyobain lip cream, bibir jadi kaya pecah pecah, jangan coba coba buat ngelapisin atau niban lapisan pertama yg udah pernah di oles sebelumnya, kalo mulai pudar mending lapisan awal di hapus dulu, baru ngoles ulang.",Lip Cream LA Girl
wennykyuuto,2,05-08-2016 9:45,trusted,negative,"Not really fancy this. Untung waktu itu nggak kalap langsung beli beberapa shade.Pros:+Murah+Isinya banyak+Not drying+Glides on easily+hasilnya flat matte+non-transfer+pigmented, cukup sekali sudah menutupi warna asli bibirkuCons:-Warnanya pucat di kulitku-Bau kimianya lumayan menyengat waktu baru diaplikasikan-Kalau habis makan atau minum, lipsticknya nggak memudar tapi tends to peel gitu, jadi jelek kelihatannya-Rasanya kalau dipakai seperti menarik bibir, berasa banget ada something yang nempel dibibir",Lip Cream LA Girl
thisismenovie,4,04-08-2016 21:51,trusted,positive,"aku suka banget la girl fleur, warnanya cocok di aku.ini lipstick liquid ku yg pertama. harganya terjangkau tapi isinya banyak, jadi gak cepet abis.harus pake lipbalm sebelumnya, kalau nggak, bisa bikin kering bibir",Lip Cream LA Girl
Gektrik,5,03-08-2016 5:18,trusted,positive,Warna kesukaanku dia nude cuma gak bikin pucatWaktu di aplikasikan sama seperti nyx smlc cuma finishinhnya aku kurang suka karna kering banget apalagi setelah di pakai makan banyak jadi retak retak :( dan baunya gak enak banget kayak bau cat gitu,Lip Cream LA Girl
