username,rate,date,label,sentimen,reviews,produk
nabarakusti,4,31-01-2016 7:48,trusted,positive,"Fleur ini warnanya nude, tetapi entah kenapa kalau aku pakai bikin wajah pucat. Tekstrurnya jg agak beda dibanding bazaar, perlu oles bbrp kali untuk meratakannya, selain itu juga lebih gampang hilang warnanya dibanding bazaar",Lip Cream LA Girl
riekary,3,30-01-2016 21:54,trusted,neutral,"packagenya gede ya dibanding lip cream lain. ini hasilnya matte banget dah, dan kalau buat aku ngga kering sih. cuma baunya agak ngga enak dan pertama kali waktu di apply agak terasa minty gitu di bibir. aplikatornya juga keras dan gede, dan dia lebih gepeng dan panjang dibanding lip tint atau lip cream yang aku punya, jadi sedikit susah sih bikin garis di daerah pinggir. cuma warnanya itu cantik bangeeet. peach terracota yang lebih condong ke oranye dan walau buat kulit yang tan tetep keliatan manis. kalau reapply tanpa dihapus semua hasilnya bisa patchy",Lip Cream LA Girl
cindyhosea,3,30-01-2016 20:45,trusted,neutral,"i feel love and hate with this product. aku suka banget sama warnanya, peach nude yg cantik bgt ngga bikin pucet. selain itu lipstick ini juga dry matte dan transfer-proof, plus harganya murah.
 

 yg aku kurang suka adalah karena teksturnya sticky, beda sama nyx smlc. selain itu agak sedikit sulit utk diratakan, dan aplikatornya juga kurang mudah digunakan (lagi2 dibandingkan dgn nyx smlc). packagingnya juga bulky padahal isinya ga sebanyak itu.
 

 but for the color and the price, i'll say go for this product :)",Lip Cream LA Girl
antysani,3,29-01-2016 0:56,trusted,neutral,"warnanya aku suka banget bikin muka keliatan cerah, hasil matte nya bener2 matte harganya juga terjangkau, walaupun teksturnya aga ga suka, nempel di bibir walaupun udh kering. tapi overall aku bener2 suka ama warnanya.",Lip Cream LA Girl
tayapratiwi,2,27-01-2016 20:29,trusted,negative,"Yang bagus dari lipstick ini cuma warnanya aja. Warna peachnya terang bgt tp tetep cantik dan bikin wajah jd lebih cerah. Sekali swipe lsg keluar warnanya
 

 Tapi tekstur liquidnya susah bgt diaplikasiin, bikin bleber dan harus pelan-pelan. Super duper lengket dan bikin bibir kering bgt. Not your everyday lipstick",Lip Cream LA Girl
marshmallow286,1,27-01-2016 3:38,trusted,negative,"lipstick ini matte banget ga cocok utk bibir kering. krn hasilnya akan keliatan makin kering kyk ngeletek2. mgkin harus pake gloss stlh pke lipstick ini biar keliatan rata penuh dibibir
 

 ..............",Lip Cream LA Girl
RenataCantika,1,27-01-2016 1:14,trusted,negative,Untuk mendapatkan sebuah lipstick matte dengan hasil yang cukup memuaskan sebenernya worth it koq klo beli LA Girl matte ini. Warna-warna yang jadi pilihan juga banyak dan bagus-bagus. Kekurangannya mungkin klo kalian yang punya bibir memang sudah kering sebaiknya aplikasi kan lip balm or lip butter dlu sebelum pake lipstick ini.,Lip Cream LA Girl
Roswita,2,27-01-2016 0:57,trusted,negative,sangat kecewa sama lipcream La girl ini bener bener ngga long lasting :( pertama kali di aplikasiin di bibir lengket banget dan susah diblend apalagi kalau stelah makan jadi bubar jalan retak sendiri sendiri gitu :(,Lip Cream LA Girl
marissssy,1,26-01-2016 9:33,trusted,negative,"sukaaa banget sama warnanyaa
 natural peachy gimanaa gt, cocok untuk pakai sehari - hari
 cuma sayang, lengkettt banget! kalo lagi diem aja dan tbtb buka mulut, bibirku bener2 nempel-_- gabisa ngebuka
  Edit per 2 Juli 2017: parah sihh ini dulu kok bs hits bgt ya? Wkt jaman pertama liquid lipstick keluar ini produk gaada perbandingannya kali ya jadi org2 bs pada suka bgt. Ini kering dan lengket nya parah sih sebenernya mau kasih bintang 1 cuma warnanya bagus jd kasih 2 deh.. aku simpen sampe skrg dr pertama beli just because aku suka banget warnanya",Lip Cream LA Girl
wiwidddd,3,25-01-2016 5:24,trusted,neutral,"Aku suka warnanya di bibir. Coral peach yang bikin muka kelihatan lebih cerah. Tahan sekitar 4-5 jam kl gak dipake makan berat, tapi begitu dipake makan yg berminyak langsung ilang. Aplikatornya juga kurang efektif. Agak susah buat diaplikasiin pas di ujung bibir",Lip Cream LA Girl
Erawati24,4,21-01-2016 23:22,fake,positive,"Pertama kali menggunakan liquid lipstick merk LA GIRL shades Fleur, formulanya cukup baik, tidak membuat bibir jadi terlihat pecah-pecah. 
 

 Walaupun packaging nya standar, tetapi sebanding dengan harganya yang terjangkau untuk kualitas yang cukup baik.",Lip Cream LA Girl
adeliakirana,4,21-01-2016 8:51,trusted,positive,"Suka banget sama warna nya, karena aku pecinta lipstik matte jadi buat aku LAgirl shade Fleur ini cocok banget di bibir tebal aku. Tapi kalo mau bepergian wajib di bawa karena kalo abis makan atau minum, suka ngelupas dan aku hapus dlu lipmatte nya baru di oles lg.. karena kalo di tumpuk jadi kering gt hasilnyaa.",Lip Cream LA Girl
Aisyacinintya,3,21-01-2016 6:13,trusted,neutral,"Beli ini karena penasaran dan banyak yang pake. Tapi, ntahlah sticky banget di aku. Diakalin pake powder dulu baru deh dia gak lengket. Untk ketahanan dia gak goyang, cuman agak cracking jadi ninggalin residu di sedotan, gelas dst. 
 Tapi warnanya emang netral dan bagus banget.
 I wanna try another shade soon",Lip Cream LA Girl
Anisadera,3,21-01-2016 2:46,trusted,neutral,"well, dari keempat koleksi L.A Girl matte pigment gloss, ini yang paling sulit didapet soalnya best seller...waktu apply teksturnya lumayan lengket, keringnya lama kalo nggak di keringin pake kipas wkwk....ketahanannya so so lah, aku bakal repurchase lagi soalnya aku suka warnanya sama matte finishnya..",Lip Cream LA Girl
NurmalaEka,4,20-01-2016 23:51,trusted,positive,"Setelah liat beberapa review akhirnya aku coba lipcream merek ini dan beli warna fleur, warnanya bagus kayaknya kalo liat di review2. Lipcream ini pertama kali di aplikasikan agak glossy tapi gak lama akan kering dan hasilnya matte. Lipcream ini pigmented banget tapi bikin bibir kering. Makanya sebelum apply lipcream ini, aku pake lipbalm dulu. Untuk ketahanan lumayan awet walaupun dipake makan dan minum, paling harus touch up bagian tengah bibirnya aja. Harganya terjangkau. Repurchase? enggak kayaknya, bikin bibir kering + pecah-pecah soalnya.",Lip Cream LA Girl
indahKW,3,19-01-2016 3:55,trusted,neutral,"sukaaa banget sama warnanya, walaupun kurang suka sama formulanya, apalagi kalau abis makan makanan berminyak. untuk harga segini, okelah, tapi tetep coba cari liquid lipstick dengan warna sama persis tapi formula yang lebih bagus.",Lip Cream LA Girl
yassh,3,18-01-2016 2:10,trusted,neutral,"Penasaran banget sama liquid lipstik matte ini, suka sama warnanya yang unik. Tapi minus nya agak tacky sehabis di apply, dan kurang suka sama bau nya. Mungkin packaging nya juga bisa dibikin agak slim supaya lebih ramah untuk ditaro di make up pouch.",Lip Cream LA Girl
Diahyuni,4,16-01-2016 8:18,trusted,positive,"Lagirl pigment gloss fleur ini warnanya cantik bgt aku suka jatohnya bibirku kaya coklat ke orens dan sedikit ada wrn peachnya. Pas pertama diaplikasiin si aga cair dan ga terlalu lengket. Hasilnya matte gt, cuma lama kelamaan agak cracking gt dibibir. Garis2 bibir keliatan gt. Untuk ketahanan lipstick ini awet walapun makan berat, dan agak susah jg ngebersihinnya. Mesti pake baby oil atau makeup remover. Baunya no prob sama sekali, ngga ada bau kimianya sih. Kalo ditanya bakal beli lg? Ya aku bakal beli khusus warna ini hhe",Lip Cream LA Girl
OliviaH,4,15-01-2016 7:18,fake,positive,"saking best sellernya, shade yg ini sangat susah untuk dapatkan sampai harus nunggu berbulan2, untung aja gak bertahun2
 di bibirku warnanya jadi merah kecoklatan, sangat unik dan kebetulan sy blm punya warna spt bgtu
 ketahanannya lumayan, pake makan minum heboh masih tetap nempel, dan harga sangat2 terjangkau",Lip Cream LA Girl
vonnygm,3,12-01-2016 8:33,trusted,neutral,"warna fleur ini kl untuk ukuran nude kurang nude mnrt sy alias terlalu coklat di bibir sy
 

 pros:
 -harganya cukup murah untuk ukuran lip matte bentuk krim spt ini
 -warnanya cukup banyak
 -g bau kimia
 -lmyn tahan lama dibibir
 

 cons:
 -blm masuk indo jd hrs po or ready stock tp harga lbh mahal
 -cpt kering stlh dioles ke bibir
 -mudah retak2 dibibir..jd flaky gitu deh.",Lip Cream LA Girl
keroeni,3,10-01-2016 11:50,trusted,neutral,"Suka sama warna LA Girl Fleur ini. Mudah diaplikasikan, warnanya merata, dan jatuhnya sangat natural di bibir saya. Daya tahan lipstik ini juga cukup lama, bahkan sampai agak sulit saya menghapusnya. Setelah diaplikasikan, lipstik ini cepat kering dan warnanya jadi matte. 
 Tapi sayangnya tekstur lipstik ini agak waxy dan lengket. Setelah beberapa jam saya pakai, warnanya jadi pecah. Jadi saat menempelkan bibir atas dan bawah, warna lipstik di bibir bawah jadi terkelupas dan terangkat. Dan saya perhatikan, tekstur lipstik ini juga berbeda antara satu warna dengan warna lainnya.",Lip Cream LA Girl
amyrasyarifah,3,08-01-2016 0:39,trusted,neutral,"lipstick ini bagus, sekali oles langsung mengering dan matte di bibir. untuk ngaplikasiin ke bibir juga mudah, cuma temen aku ada yang pakai ini tapi bibirnya malah jadi pecah2 gitu. mungkin cocok-cocokan kali yaa, repurchase? yes",Lip Cream LA Girl
nonamerah,3,07-01-2016 0:35,trusted,neutral,"Untuk harga semurah ini dikelasnya, matte lip liquid ini terbilang oke. Staying power oke dan baunya tidak 'kimia' sama sekali. Cuma sayangnya produk ini sangat membuat kering bibirku, sehingga dalam waktu 2-3 jam kemudian kulit bibir sudah mengelupas dan menyebabkan bibir kelihatan tidak bagus karena pecah-pecah.",Lip Cream LA Girl
the_Duchess,3,05-01-2016 5:30,trusted,neutral,"Not really a fan of this lippie. Tekstur nya agak terlalu cair dan lengket. Kalo kebanyakan pake di bibir, jadi susah kering nya. Harus kipas2in bibir agak cepat kering. Sesudah kering pun bibir jadi keliatan kering banget. Karna jadi kayak cracked dan keliatan dry patches nya di bibir. Tapi shade fleur ini cantik, nude dan ada hint coral nya. It's not bad for that price sih.",Lip Cream LA Girl
indstorm,3,04-01-2016 7:27,trusted,neutral,"sejujurnya aku kurang suka dengan teksturnya soalnya lengket. Karena harganya juga ga mahal makanya aku maklumin deh hehe. Kalau di bibir aku warnanya jadi nude cenderung ke coral. Pokoknya warnanya cantik. Untuk packaging cenderung besar namun isinya tidak terlalu banyak, 5 gram saja.",Lip Cream LA Girl
dyahdydy,4,04-01-2016 5:34,trusted,positive,"Shade nya cantik banget! Hasil warnanya bisa beda di setiap orang, kalo di bibirku jadinya brownish nude dengan sedikit orange tapi nggak lebay. Cocok banget buat dipake sehari hari. Banyak yg bilang kalo liquid lipstick ini nggak tahan lama, tapi di aku justru tahan lama banget. Kekurangannya adalah agak sticky di bibir, tapi overall this is one of my holy grail lipstick!",Lip Cream LA Girl
Jessiana,1,04-01-2016 5:19,trusted,negative,"Yey. Suka banget sama lipstick ini. Warnanya pas dibibir, harganya terjangkau dan awet bangeet. Tp kekurangnya lengket kalo barusan di apply dan kalo makan yg panas berkuah suka hilang/memudar bagian tengah bibir",Lip Cream LA Girl
Thaliasw,4,04-01-2016 3:46,trusted,positive,"Ini lip cream matte pertama yang pernah saya beli Bermodal nekat dan sotoy dengan shade nya, saya pilih si fleur ini. Untungnya saya suka dan cocok dengan shade dan teksturnya. Meski terbilang murah, menurut saya gak kalah dengan matte2 lainnya kok Warna ini di bibir saya jatuhnya pink agak ke coklat dan orange tua. But it works very well on my face. Yeay",Lip Cream LA Girl
Dev17,4,04-01-2016 0:44,trusted,positive,"Suka banget sama warna ini!
 Nude peachy dan cocok dipakai sehari-hari.
 Dari segi harga gausah diragukan lg ini super murah dgn kwalitas ok.
 Super pigmanted, matte finish, long lasting, fully dry, no transfer, kiss proof",Lip Cream LA Girl
DiniRahmadina,3,03-01-2016 21:17,trusted,neutral,"L.A Girl Matte Pigment Gloss dengan warna fleur ini aku suka banget. Suka banget sama warnanya. Teksturnya juga bagus, L.A Girl Matte Pigment Gloss ini pertamanya glossy terus finishnya jadi matte. Harga juga terjangkau.",Lip Cream LA Girl
Gianina16,4,03-01-2016 10:33,trusted,positive,"Fleur ini warnanya cakep, diaplikasikan juga merata, consnya ya lengket.. Kalau abis makan mau bersihin juga susah mesti pakai makeup remover, tapi staying powernya menurut aku cukup bersaing kok dengan brand-brand yang lebih high",Lip Cream LA Girl
nastitiputry,4,02-01-2016 22:20,trusted,positive,"Pilihan warna dari produk ini banyak banget & lucu2. 
 But, aku kurang suka dengan teksturnya karna bikin bibir kering. Agak menggumpal juga. Setelah di aplikasikan dibibir sempet bikin lengket. Kalau di re-apply gak bisa karna malah bikin hasil menggumpal dibibir. Sayang banget ya ladies huhu",Lip Cream LA Girl
chiputrix,4,02-01-2016 6:12,trusted,positive,"my favorite lipstick for daily wear. Suka banget sama warnanya yang sedikit peach-coklat, ga bikin muka keliatan kusam, soalnya biasanya kalo aku pake lipstik yang agak peach pasti langsung keliatan item mukanya.
 Sempet bikin pecah-pecah parah banget karena emang teksturnya kering banget, tapi akhirnya tau cara nyiasatinnya dengan apply lip balm terlebih dahulu sebelum pakai ini. Sempet takut awalnya pake ini karena wanginya kaya cat asturo.",Lip Cream LA Girl
falfalina,3,30-12-2015 10:11,trusted,neutral,"Sukaaaaa banget sama warnanya..
 

 Lipstiknya pigmented, cepet kering, kissproof, nggak nempel di gelas.. 
 tapi agak sticky dan warna di bagian dalam bibir akan rentan hilang kalo makan yang berminyak..",Lip Cream LA Girl
curious8,3,26-12-2015 14:28,trusted,neutral,Suka sama warnanya dan baru pertama kali nyoba lipstick yang warnanya nga gampang ilang ya lagirl ini jadi langsung jatuh cinta dan beli beberapa warna sekaligus. Sayang teksturnya agak sticky dan ga bisa di re-apply soalnya jadi menggumpal,Lip Cream LA Girl
nayuka,3,24-12-2015 18:14,trusted,neutral,"Warna nude nya masuk bgt di bibirku yg cenderung gelap. Tapi kayaknya warna ini masuk ke berbagai skin tone, krn temen2ku yg pake Fleur semua ngerasa cocok sama warnanya.. Sayangnya teksturenya lengket, ilang kalo makan, dan ga bisa buat retouch karena langsung menggumpal..",Lip Cream LA Girl
unichan,3,21-12-2015 19:56,trusted,neutral,"Untuk lipcream yg ini wrnanya bgus cuman aku ga suka sama textur nya yg pas di apply langsung kering dan susah klo mau di baur, dan bener bgt lipcrm ini klo mau di hapus susah bgt harus pake makeup remover klo ga ada biasanya pake minyak zaitun,,",Lip Cream LA Girl
triseptiarini,4,17-12-2015 9:00,trusted,positive,"tertarik beli liquid lipstick ini karena harganya yang murah. pas barang nyampe langsung dicobain dan, surprisingly, bikin jatuh hati. pertama sih karena warna/shadenya sangat saya sukai: warna nude coral yang cocok dengan skintone saya. kedua, liquid lipstick ini sangat pigmented, cukup sekali swatch dan sudah mengcover seluruh permukaan bibir. ketiga, cukup long-wearing kalo dipake sehari-hari (tanpa makan berat). kalau udah dipake makan berat sih lumayan ilang di bagian tengah bibir. keempat, gak bikin bibir kering. it's matte but not cracking. kelima, gampang dan masih smooth saat re-apply. minusnya cuma ninggalin stain di mana mana (sedotan, gelas, sendok), tapi masih tolerable lah untuk harga yang super murha ini. :D",Lip Cream LA Girl
RatriSekaraji,4,17-12-2015 8:12,trusted,positive,"Warna memang everyone's colour sih. Almost everyone love it. Pengaplikasiannya yang agak tricky. entah kenapa khusus shades fleur ini agak susah ngebalurinny, udah didiemin 1-2 menit tetap masih kerasa banget sticky nya. Jangan coba-coba reapply setelah makan karena akan ngegumpal and it wont look good. Mending diapus dulu sampai bersih baru pakai ulang. Ya tapi untuk ngapusnya itu juga butuh perjuangan, apalagi kalau senjatanya cuma tisu sm air.",Lip Cream LA Girl
kamelia,3,16-12-2015 9:45,trusted,neutral,"La girl mpg fleur ini lipstick kesukaan aku dan adikku. Warnanya suka banget. Pas di skintoneku. Lipsticknya cepet banget keringnya dan cukup tahan lama, tapi sayang di aku agak sticky dan berat dibibir. Dibawa makan tetep stay, tapi klo makanan berminyak biasanya hilang di inner lip dan itu ga bisa ditimpa klo mau touch up harus diberaihin dulu seluruhnya dan apply lagi kalau mau kelihatan bagus. But overall aku suka lipstick ini.",Lip Cream LA Girl
bulby,3,12-12-2015 2:03,trusted,neutral,I love this colour. Warna favorites diantara shades lainnya. Cocok untuk warna kulit saya. Dipakainya harus nunggu beberapa saat untuk kering. Warnanya cukup pigmented. Cuma setelah dipakai untuk makan lumayan hilang. Dan kita ga bisa langsung reapply krn jd nya menggumpal. Harus dibersihkan dulu secara keseluruhan baru dipakai lg,Lip Cream LA Girl
Abiya,3,11-12-2015 14:10,trusted,neutral,"Sebenernya produk ini bagus ya, staying powernya kuat banget. Saking kuatnya kalo ngapus butuh effort luar biasa. Pas pertama diaplikasiin, keringnya lumayan cepet. Kalo udh makan makanan berminyak gitu, dia mulai ilang sedikit2. Kalo lgsg diaplikasiin lagi, produknya bakal gumpal di bibir dan jd lengket bgt. Berasa ngga nyaman",Lip Cream LA Girl
noichil,3,08-12-2015 12:38,trusted,neutral,"Mungkin buat beberapa orang fleur ini bagus, tapi di saya kelihatan kusam T_T
 formulanya lengket... sepertinya hampir semua LA girl matte pigment gloss begini yah... kalo udah ngeset sedikit transfer, tapi tetep kalah sama makanan berminyak. It fades unevenly jadi semacam cracky gitu kalo. Mau reapply juga susah, mesti dihapus dulu.
 Kadang saya pake sebagai base untuk lipen2 yg kurang tahan lama. Oles dikit, lalu dikatup pake tisu, oles lipen lain. 
 repurchase... ehm liat2 deh...",Lip Cream LA Girl
laoly,3,08-12-2015 7:52,trusted,neutral,"lipstik yang satu ini gw punya karen agive dari salah satu olshop, sebenernya kalau menurut gw side ini nggak terlalu cocok dimuka gw. Tapi pas gw coba dan nanya ke teman-teman gw ehh nggak taunya mereka bilang cocok-cocok aja. teksturnya creamy banget, aplikatornya gw kurang suka agak susah dipakainya dan matte banget emang tapi entah kenapa kalau sudah agak siang bibir jadi kering kerontang. Warnanya memang tahan lama tapi kalau buat bibir kering masih mikir lagi buat repurchase atau enggak.",Lip Cream LA Girl
snowit,3,07-12-2015 9:26,trusted,neutral,"shades favorite dari la girl pigment gloss selain secret dan frisky, dan best seller juga, warnanya peachy nude menurutku warna ini cocok untuk semua skintone, teksturnya creamy banget but turn to matte finnish, aplicatornya gak banget deh gepeng-gepeng gak jelas gitu, susah banget dipakenya wajib hati-hati. drying out and cracky setelah 5-6hr dan ketika setelah makan juga cracky, kalau mau reapply lipstick yang tersisa harus dihapus dulu semuanya kalau engga malah makin messy, tapi ini waterproof kissproof dan proof-proof lainnya",Lip Cream LA Girl
Vevii,2,03-12-2015 0:37,trusted,negative,"Aku ga punya sih tapi pernah nyobain punya temen. menurutku, nggak enak banget. lengket gitu rasanya di bibir. warnanya pun kurang tahan lama. pas nyoba pake ini langsung ngerasa ga nyaman banget sih sama bibir. lengketnya ganggu buatku.",Lip Cream LA Girl
hestydharmayanti,2,01-12-2015 0:34,trusted,negative,"suka banget sama warnanya , kulit aku sawo matang tapi cantik banget pake shade ini , awalnya sih agak ragu buat beli takut gak cocok tapi pada dasarnya aku emang suka warna nude jadi aku tetep beli padahal udah nanyak temen temen mereka bilang gak cocok tapi tetep aku nekad beli wkwk 
 tapi akhirnya waktu produknya dateng yeeyyy suka bangettttttt walaupun teksturnya agak kering tapi overall bagus dan awet banget waluapun udah di pakek makan",Lip Cream LA Girl
ajprameswari,3,29-11-2015 12:06,trusted,neutral,"Beli ini soalnya lagi hype banget waktu jaman2 baru keluar, di orang-orang waktu di pakai warnanya bisa peachy-orange gitu, jadi keliatan bagus. Pas waktu dicoba eh warna brownnya keliatan banget, mungkin karena emang warna bibirku gelap jadi keliatannya kurang pas aja sm skintone aku yg light medium, berasa keliatan agak tua gitu. So.. overall #pigmentation: nice, #lastingpower: nice, #formula: light-sticky sedikit",Lip Cream LA Girl
rararazan,3,28-11-2015 18:52,trusted,neutral,"Warna fluer ini cantik banget menurutku, warna nudenya lebih kearah peach gitu. Cocok buat dipakai sehari-hari. Hanya saja tekstur lip creamnya agak cair jadi harus hati-hati saat mau diaplikasikan ke bibir biar nggak belepotan.",Lip Cream LA Girl
SheylaF,4,28-11-2015 7:41,fake,positive,"One of my favorite lip cream. Nude nya ngga bikin pucat dan matte banget. Tapi agak kering, jadi sebelum pake ini justru aku pake lipbalm dulu supaya ngga kering banget, dan hasilnya malah lebih longlast.",Lip Cream LA Girl
helloeci,4,27-11-2015 13:44,fake,positive,"L.A girl matte pigment gloss, aku suka banget sama lip cream LA girl ini karena hasilnya sangat matte, pigmented dan ga bikin kering, cuma sekali swipe langsung jad standout favorite banget apalagi shade nya recomended",Lip Cream LA Girl
Arieshaaa,2,26-11-2015 16:05,trusted,negative,"La girl fleur dari namanya Glossy tapi kenyataannya dia Matte banget dan cepet kering, awet alias long lasting dan pigmented tidak membekas dimedia lain. Yang jelas la Girl ini Low budget alias murah dibanding Nyx ya. Warna nya Nude natural bikin fresh muka",Lip Cream LA Girl
dunianyabunga,3,26-11-2015 4:08,trusted,neutral,"dari semua shade la girl ini paling favorit dan paling keliatan natural 
 cocok banget buat dipake sehari-hari 
 packagingnya sih standar, isinya lumayan agak banyak 
 cuma gw ga gitu suka 
 klo pake ini berasa kaya pake lilin 
 tp hasilnya sih matte dan cepet kering",Lip Cream LA Girl
putrinurwita,4,25-11-2015 18:33,trusted,positive,suka banget sama warna dari liquid listik satu ini. warnanya unik dan sangat cocok dipakai sehari hari terlebih untuk orang dengan warm undertone. cocok juga untuk dipasangin sama riasan mata warnya coklat. liquid lipstick ini juga cepet kering dan untuk shade ini menurutku salah satu dengan formula paling baik diantara shade lainnya,Lip Cream LA Girl
Wigatiningrum,4,25-11-2015 15:43,trusted,positive,"Warnanya cantik banget dan cocok untuk sehari-hari. Meskipun udah pake lip balm sebelumnya tapi tetep terasa kering di bibir setelah beberapa lama pake. Harganya termasuk murah untuk liquid lipstick, dimana-mana di bawah 100rb. Wanginya rada aneh tapi setelah dipake ngga kecium. Ngga suka sama applicatornya.",Lip Cream LA Girl
viiovi,2,25-11-2015 0:31,trusted,negative,"Suka banget sama hasil warna ini dibibir sy. Ga terlalu soft dan pas banget. Memang kalo terlalu lama pakai ini membuat bibir kering, sebaiknya gunakan lipbalm dulu. Harga sesuai kantong dan mungkin repurchase dengan shade lain :)",Lip Cream LA Girl
ibu gunawan,3,21-11-2015 10:45,trusted,neutral,Lipstick saya sehari2. Warnanya pas dengan kulit saya. Lengket sih emang tp ga menganggu sekali. Bikin dry juga tp ga masalah buat saya. Warnanya pigmented dan tahan lama. Saya suka..tapi ga akan repurchase krn mau beli warna lain,Lip Cream LA Girl
eneng.peni,3,21-11-2015 7:38,trusted,neutral,"Teksturnya creamy, tapi bikin patchy di bibir. Warnanya cantik nude beige dengan hint of pink. Cukup tahan lama sekitar 4 jam di bibir tanpa makan minum dan 2 jam dengan makan minum. Stainnya meninggalkan outer ring dan bikin bibir kering ngelupas.",Lip Cream LA Girl
Lianapratisia,3,20-11-2015 5:49,trusted,neutral,"lipstick matte yang menurutku bagus dan warnanya juga soft terus lumayan tahan lama kalau minum engga nempel bibirnya di gelas harganya juga murah meriah lumayan lah, cuman aku beli nya masih online hehehe",Lip Cream LA Girl
azmumtaz,3,17-11-2015 13:27,trusted,neutral,"awalnya ngarep bgt sm shade ini, tp pas dicoba jd agak kecewa, trnyata jatohny agak oranye gt di aku. trus lama2 jd cracky gt. yah, sprti lip matte lain yg range hargany ga jauhan, kalo shade yg mudaan, jatohny jd perlu bbrp layer utk diapply di bibir.",Lip Cream LA Girl
Katherineps,3,17-11-2015 4:10,trusted,neutral,"sebenarnya aku suka dengan lipstick ini karena affordable and has a great color payoff. sayangnya this lipstick has a weird scent. baunya seperti cat yang sangat mengganggu saat sedang pengaplikasian. selain itu lipstick ini walaupun bertekstur velvet tp sangat cepat kerning dan lama kelamaan bikini dry patches di bibirku. untuk longevity memang cukup tahan lama but non buildable karena kelihatan bgt bedanya. 
 this lipstick is worth the hype but not my preference :)",Lip Cream LA Girl
putrinurwitasari,4,16-11-2015 16:57,trusted,positive,"Liquid lipstik ini menurutku warnanya bagus, cocok untuk yang memiliki kulit dengan undertone yang warm. Lipstik ini juga tidak membuat bibirku jadi kering. Namun sayangnya ketika memakai lipstik ini dan bibir banyak bergerak, muncul kerut kerut yang sangat banyak di bibir.",Lip Cream LA Girl
Nadiacarita,3,16-11-2015 12:53,trusted,neutral,"lipstick ini tu enak banget di pake, gak bikin bibir kering dan pigmented banget. harganya dibawah NYX dan Lime crime tapi hasilnya gak jauh kok sama dua lipstick itu. pas pertama kali nyobain dan warnanya keliatan bagus di bibirku, aku langsung beli 2 aja hahaha",Lip Cream LA Girl
Cindyoshiko,3,13-11-2015 15:25,trusted,neutral,"La Girl Fleur ini warnanya nude tp lebih ke peach. Cocok buat bibir aku yg aga gelap. Sayangnya lipstick ini baunya aga strong ky chemical gtu, dan sticky pas bibir dikatup. I strongly recommend untuk pake lipbalm/vaseline dl. Dan kl abis makan,jadi pecah2 gtu. Kl reapply jg jd jelek krn keliatan tambalan jdnya. Repurchase? I dont think so",Lip Cream LA Girl
nonamissi,4,13-11-2015 4:00,trusted,positive,"Pro :
 + Warnanya Pigmented sekali oles langsung keluar
 + Velvet Texture
 + Harga cukup terjangkau untuk ukuran liquid matte lip
 + Long lasting
 + Shade fleur jatuhnya di bibir aku berwarna peach nude agak terang tapi masih masuk di kulit
 - Awet
 

 Cons :
 - Lengket saat bibir dikatupkan
 - Gak bisa di retouch kalo luntur karena bakal terlihat seperti tambalan
 - Bikin bibir kering",Lip Cream LA Girl
aviputri,4,13-11-2015 2:57,trusted,positive,"Lipstik dengan tone peach yang paling aku suka. Peachnya lembut dan mendekati nude. Tapi aplikasinya agak tricky. Aplikatornya lurus dan kurus sehingga ngoles ke ujung bibirnya harus hati-hati kalau gak bakal beleber atau nggak lurus. Selain itu waktu baru diaplikasikan, teksturnya lengket banget, so be careful, bisa nempel ke gigi segala. Tapi setelah kering, hasilnya smooth. Oh iya dan sebelum pakai ini, lebih baik bibir diexfoliate dan dioles lip balm dulu kalau nggak nanti jadi patchy.",Lip Cream LA Girl
sarah_audia,3,13-11-2015 1:26,trusted,neutral,"shade pertama dari la girl pigment gloss yang aku punya yaitu fleur. warnanya bagus coral banget, matte finish. sayangnya teksturnya yang super sticky, jadi berasa banget pake lipgloss lengket di bibir. trus kalo abis makan kadang suka ninggalin dry patch di beberapa area bibir yang kurang sedap dipandang. lumayan aja sih produk ini. Repurchase? i don't think so :D",Lip Cream LA Girl
Mrswibowo,3,12-11-2015 15:47,trusted,neutral,"(+) Warnanya bagus dan pigmented. Sekali udah set, ga transfer lagi kemana2. Affordable price.
 

 (-) Keriinggg. Mungkin krn pada dasarnya bibir saya kering, kalau pakai gloss ini jadi makin kering.
 

 Repurchase? No, even though the colour is sooo prettyyy. Too bad it makes my lips cracked.",Lip Cream LA Girl
tanevelynt,2,11-11-2015 9:17,trusted,negative,"pertama kali beli gara2 kemakan racun onlineshop ig dan testi2nya, banyak banget yang beli dan best seller banget, warnanya sebenernya lucu, tapi kurang cocok di bibir aku jatohnya terlalu oranye malah ga jadi nude ._.
 long lastingnya emang mbersihinnya pun harus pake make up remover, tapi transfer parah ke gelas :(
 over all kurang cocok di aku, so ga bakal repurchased",Lip Cream LA Girl
Nathaniaros,3,11-11-2015 5:05,trusted,neutral,glosnya ini pigmented banget dan engga ngetransfer gitu di gelas atau di pipi. harganya juga terjangkau banget dan banyak pilihan warnanya. cuman wanginya tidak enak (bau) jadi agak risih juga pas baru-baru make,Lip Cream LA Girl
lilissudyani,5,06-11-2015 8:22,trusted,positive,Cocok banget sama undertone bibirku. Shadenya ga tenggelam sekali usap langsung keluar warnanya gt. Awet dipake jd gausah sering2 ulas. Ga transfer di pipi n gelas. Yg aku gasuka adalah cairan yg bleber ke applicatornya..bikin kayak cepet abis gt jadinya. Pas dipake daily makeup nih.,Lip Cream LA Girl
